"Session Type","Specification","Status","Mode","Start Time","Start Time_t","End Time","End Time_t","Queuing","Duration","GB Written","Media","Errors","Warnings","Pending DA","Running DA","Failed DA","Completed DA","Object","Files","Success","Session Owner","Session ID"
"Backup","Oracle8 GSL00202_FRBLDA03_BTPI_RMAN_ONL_ST","Completed","incr1","6/21/2022 8:00:04 PM","1655856004","6/22/2022 12:03:59 AM","1655870639","0:00","4:03","5.32","1","0","0","0","0","0","23","23","1","100%","oracle.dba@frblda03.delphidrive.com","2022/06/21-349"
"Backup","Oracle8 SCC_BKP_CAT_SFGPR1_ARC_FULL_DAILY","Completed","full","6/21/2022 8:00:04 PM","1655856004","6/21/2022 8:01:23 PM","1655856083","0:00","0:01","0.74","1","0","1","0","0","0","4","4","0","100%","oracle.dba@tslprsfdbc.delphidrive.com","2022/06/21-350"
"Backup","Oracle8 SCC_BKP_CAT_PP1_ARC_FULL_DAILY","Completed","full","6/21/2022 8:00:04 PM","1655856004","6/21/2022 8:01:38 PM","1655856098","0:00","0:01","0.08","1","0","1","0","0","0","3","3","1","100%","oracle.dba@tslprepdbc.delphidrive.com","2022/06/21-351"
"Backup","Oracle8 SCC_BKP_CAT_PG1_ARC_FULL_DAILY","Completed","full","6/21/2022 8:00:04 PM","1655856004","6/21/2022 8:01:25 PM","1655856085","0:00","0:01","0.14","1","0","1","0","0","0","3","3","1","100%","oracle.dba@tslprgrdb.delphidrive.com","2022/06/21-352"
"Backup","Oracle8 SCC_BKP_CAT_STRLGPR_RAC_ARC_FULL_DAILY","Completed","full","6/21/2022 8:15:02 PM","1655856902","6/21/2022 8:17:54 PM","1655857074","0:00","0:02","0.22","1","0","1","0","0","0","2","2","0","100%","oracle.dba@tslprraps1.delphidrive.com","2022/06/21-353"
"Backup","SCC_UNX_TSLPRSFAP1_DAILY","Completed","incr1","6/21/2022 8:30:02 PM","1655857802","6/21/2022 8:32:16 PM","1655857936","0:00","0:02","4.16","5","0","23","0","0","0","10","10","62396","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-354"
"Backup","SCC_UNX_TSLPRRACN1C_DAILY","Completed/Errors","incr1","6/21/2022 8:30:02 PM","1655857802","6/21/2022 11:28:00 PM","1655868480","0:00","2:57","15.83","5","22","19","0","0","0","8","8","40469","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-355"
"Backup","SCC_UNX_TSLPRSFAP4_DAILY","Completed","incr1","6/21/2022 8:30:02 PM","1655857802","6/21/2022 8:32:36 PM","1655857956","0:00","0:02","3.87","5","0","22","0","0","0","9","9","66580","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-356"
"Backup","SCC_UNX_TSLPRSFAP2_DAILY","Completed","incr1","6/21/2022 8:30:02 PM","1655857802","6/21/2022 8:32:36 PM","1655857956","0:00","0:02","3.73","5","0","23","0","0","0","10","10","61185","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-357"
"Backup","SCC_UNX_TSLPRSFAP3_DAILY","Completed","incr1","6/21/2022 8:30:02 PM","1655857802","6/21/2022 8:32:42 PM","1655857962","0:00","0:02","3.79","5","0","22","0","0","0","9","9","54317","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-358"
"Backup","SCC_UNX_TSLPRSFDB_DAILY","Completed","incr1","6/21/2022 9:00:02 PM","1655859602","6/21/2022 9:52:40 PM","1655862760","0:00","0:52","16.43","5","0","20","0","0","0","8","8","54104","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-359"
"Backup","GSL_274_UKGILP-DB06_DAILY","Completed","incr1","6/21/2022 9:00:02 PM","1655859602","6/22/2022 2:51:24 AM","1655880684","0:00","5:51","975.40","3","0","214","0","0","0","9","9","146242","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-360"
"Backup","SCC_UNX_TSLPRSIAP2_DAILY","Completed","incr1","6/21/2022 9:00:02 PM","1655859602","6/21/2022 9:02:47 PM","1655859767","0:00","0:02","4.29","5","0","21","0","0","0","8","8","46540","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-361"
"Backup","SCC_UNX_TSLPRSIAP1_DAILY","Completed","incr1","6/21/2022 9:00:02 PM","1655859602","6/21/2022 9:02:23 PM","1655859743","0:00","0:02","5.06","5","0","21","0","0","0","8","8","47701","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-362"
"Backup","Oracle8 SCC_BKP_CAT_IIBPR1_ARC_FULL_DAILY","Completed","full","6/21/2022 9:00:02 PM","1655859602","6/21/2022 9:00:43 PM","1655859643","0:00","0:00","0.00","1","0","0","0","0","0","0","0","0","100%","oracle.dba@tslpribdbc.delphidrive.com","2022/06/21-363"
"Backup","Oracle8 SCC_BKP_CAT_PG1_ARC_FULL_DAILY","Completed","full","6/21/2022 9:00:02 PM","1655859602","6/21/2022 9:01:17 PM","1655859677","0:00","0:01","0.14","1","0","1","0","0","0","3","3","1","100%","oracle.dba@tslprgrdb.delphidrive.com","2022/06/21-364"
"Backup","Oracle8 GSL269_TRIZDA01_TCIDIPR1_RMAN_ONL_INCR1_ST","Completed","incr1","6/21/2022 9:00:02 PM","1655859602","6/21/2022 9:08:50 PM","1655860130","0:00","0:08","0.30","1","0","0","0","0","0","11","11","1","100%","oracle.dba@trizda01.delphidrive.com","2022/06/21-365"
"Backup","Oracle8 SCC_BKP_CAT_PN1_ARC_FULL_DAILY","Completed","full","6/21/2022 9:00:02 PM","1655859602","6/21/2022 9:02:49 PM","1655859769","0:00","0:02","1.61","1","0","1","0","0","0","3","3","1","100%","oracle.dba@dtpn1dbc.delphidrive.com","2022/06/21-366"
"Backup","Oracle8 SCC_BKP_CAT_PP1_ARC_FULL_DAILY","Completed","full","6/21/2022 9:00:03 PM","1655859603","6/21/2022 9:01:03 PM","1655859663","0:00","0:01","0.07","1","0","1","0","0","0","3","3","1","100%","oracle.dba@tslprepdbc.delphidrive.com","2022/06/21-367"
"Backup","Oracle8 SCC_BKP_CAT_SFGPR1_ARC_FULL_DAILY","Completed","full","6/21/2022 9:00:03 PM","1655859603","6/21/2022 9:01:24 PM","1655859684","0:00","0:01","0.74","1","0","1","0","0","0","4","4","0","100%","oracle.dba@tslprsfdbc.delphidrive.com","2022/06/21-368"
"Backup","Oracle8 SCC_BKP_CAT_PR1_ARC_FULL_DAILY","Completed","full","6/21/2022 9:00:03 PM","1655859603","6/21/2022 9:03:46 PM","1655859826","0:00","0:03","1.08","1","0","1","0","0","0","2","2","0","100%","orapr1.dba@dtpr1dbc.delphidrive.com","2022/06/21-369"
"Backup","Oracle8 SCC_BKP_CAT_SCCPR1_ARC_FULL_DAILY","Completed","full","6/21/2022 9:00:03 PM","1655859603","6/21/2022 9:00:52 PM","1655859652","0:00","0:00","0.34","2","0","2","0","0","0","3","3","0","100%","oracle.dba@tslprsfdbc.delphidrive.com","2022/06/21-370"
"Backup","Oracle8 SCC_BKP_CAT_STRLGPR_RAC_ARC_FULL_DAILY","Completed","full","6/21/2022 9:15:02 PM","1655860502","6/21/2022 9:17:53 PM","1655860673","0:00","0:02","0.15","1","0","1","0","0","0","2","2","0","100%","oracle.dba@tslprraps1.delphidrive.com","2022/06/21-371"
"Backup","SCC_WIN_CAONSTR-BU05_DAILY","Completed","incr1","6/21/2022 9:30:02 PM","1655861402","6/21/2022 9:36:24 PM","1655861784","0:00","0:06","13.58","5","0","5","0","0","0","5","5","105244","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-372"
"Backup","SCC_UNX_TSUPRR3AP1_DAILY","Completed","incr1","6/21/2022 9:30:02 PM","1655861402","6/21/2022 9:31:30 PM","1655861490","0:00","0:01","5.05","5","0","26","0","0","0","14","14","26434","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-373"
"Backup","SCC_WIN_CAONSTRP-AP01_DAILY","Completed","incr1","6/21/2022 9:30:02 PM","1655861402","6/22/2022 12:32:11 AM","1655872331","0:00","3:02","91.27","5","0","5","0","0","0","5","5","344112","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-374"
"Backup","SCC_UNX_TSUPRR3DB2_DAILY","Completed/Failures","incr1","6/21/2022 9:30:02 PM","1655861402","6/21/2022 9:32:18 PM","1655861538","0:00","0:02","1.18","6","2","27","0","0","1","12","13","36561","92%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-375"
"Backup","SCC_UNX_TSUPRR3DB1_DAILY","Completed","incr1","6/21/2022 9:30:02 PM","1655861402","6/21/2022 9:32:06 PM","1655861526","0:00","0:02","0.91","5","0","25","0","0","0","13","13","30784","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-376"
"Backup","Oracle8 SCC_BKP_CAT_SCCPR1_ARC_FULL_DAILY","Completed","full","6/21/2022 10:00:03 PM","1655863203","6/21/2022 10:00:58 PM","1655863258","0:00","0:00","0.66","2","0","2","0","0","0","5","5","0","100%","oracle.dba@tslprsfdbc.delphidrive.com","2022/06/21-377"
"Backup","SCC_WIN_CAONSTRP-TS01_DAILY","Completed","incr1","6/21/2022 10:00:03 PM","1655863203","6/21/2022 10:08:26 PM","1655863706","0:00","0:08","17.52","4","0","4","0","0","0","4","4","107985","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-378"
"Backup","Oracle8 GSL00202_FRBLDA03_SPCBL_RMAN_ONL_ST","Completed","incr1","6/21/2022 10:00:03 PM","1655863203","6/21/2022 10:13:26 PM","1655864006","0:00","0:13","0.28","1","0","0","0","0","0","14","14","1","100%","oracle.oinstall@frblda03.delphidrive.com","2022/06/21-379"
"Backup","Oracle8 SCC_BKP_CAT_PN1_ARC_FULL_DAILY","Completed","full","6/21/2022 10:00:03 PM","1655863203","6/21/2022 10:02:03 PM","1655863323","0:00","0:02","1.15","1","0","1","0","0","0","3","3","1","100%","oracle.dba@dtpn1dbc.delphidrive.com","2022/06/21-380"
"Backup","Oracle8 SCC_BKP_CAT_IIBPR1_ARC_FULL_DAILY","Completed","full","6/21/2022 10:00:03 PM","1655863203","6/21/2022 10:01:22 PM","1655863282","0:00","0:01","0.08","1","0","1","0","0","0","2","2","0","100%","oracle.dba@tslpribdbc.delphidrive.com","2022/06/21-381"
"Backup","SCC_WIN_CAONSTRP-AP04_DAILY","Completed","incr1","6/21/2022 10:00:03 PM","1655863203","6/21/2022 10:44:15 PM","1655865855","0:00","0:44","8.55","5","0","5","0","0","0","5","5","77146","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-382"
"Backup","Oracle8 GSL10092_MXCHJRZP-DB02_BTRCRPR_RMAN_ARC_ST","Completed","full","6/21/2022 10:00:03 PM","1655863203","6/21/2022 10:02:33 PM","1655863353","0:00","0:02","0.16","1","0","1","0","0","0","3","3","1","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-383"
"Backup","SCC_WIN_CAONSTRP-AP05_DAILY","Completed","incr1","6/21/2022 10:00:03 PM","1655863203","6/21/2022 10:47:57 PM","1655866077","0:00","0:47","8.37","5","0","5","0","0","0","5","5","75290","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-384"
"Backup","Oracle8 SCC_BKP_CAT_PP1_ARC_FULL_DAILY","Completed","full","6/21/2022 10:00:04 PM","1655863204","6/21/2022 10:00:56 PM","1655863256","0:00","0:00","0.08","1","0","1","0","0","0","3","3","1","100%","oracle.dba@tslprepdbc.delphidrive.com","2022/06/21-385"
"Backup","Oracle8 SCC_BKP_CAT_SFGPR1_ARC_FULL_DAILY","Completed","full","6/21/2022 10:00:04 PM","1655863204","6/21/2022 10:01:30 PM","1655863290","0:00","0:01","0.65","1","0","1","0","0","0","5","5","0","100%","oracle.dba@tslprsfdbc.delphidrive.com","2022/06/21-386"
"Backup","Oracle8 SCC_BKP_CAT_PG1_ARC_FULL_DAILY","Completed","full","6/21/2022 10:00:04 PM","1655863204","6/21/2022 10:01:23 PM","1655863283","0:00","0:01","0.18","1","0","1","0","0","0","3","3","1","100%","oracle.dba@tslprgrdb.delphidrive.com","2022/06/21-387"
"Backup","Oracle8 SCC_BKP_CAT_PR1_ARC_FULL_DAILY","Completed","full","6/21/2022 10:00:04 PM","1655863204","6/21/2022 10:03:14 PM","1655863394","0:00","0:03","0.80","1","0","1","0","0","0","2","2","0","100%","orapr1.dba@dtpr1dbc.delphidrive.com","2022/06/21-388"
"Backup","Oracle8 SCC_BKP_CAT_STRLGPR_RAC_ARC_FULL_DAILY","Completed","full","6/21/2022 10:15:03 PM","1655864103","6/21/2022 10:17:48 PM","1655864268","0:00","0:02","0.13","1","0","1","0","0","0","2","2","0","100%","oracle.dba@tslprraps1.delphidrive.com","2022/06/21-389"
"Backup","Oracle8 GSL10420_CNYTDA01_TPUMPPR1_RMAN_ONL_INCR_ST","Completed","incr1","6/21/2022 10:30:02 PM","1655865002","6/22/2022 12:29:05 AM","1655872145","0:00","1:59","12.20","1","0","0","0","0","0","34","34","1","100%","oracle.dba@cnytda01.asia.delphiauto.net","2022/06/21-390"
"Backup","Oracle8 GSL10092_MXJZPDA09_MXJUAMESPR1_RMAN_ARC_ST","Completed","full","6/21/2022 10:30:02 PM","1655865002","6/21/2022 10:32:08 PM","1655865128","0:00","0:02","2.03","1","0","1","0","0","0","3","3","1","100%","oracle.oinstall@mxjzpda09.delphidrive.com","2022/06/21-391"
"Backup","SCC_WIN_TSWPRUTAP2_DAILY","Completed","incr1","6/21/2022 10:30:02 PM","1655865002","6/22/2022 3:35:12 AM","1655883312","0:00","5:05","209.86","5","0","5","0","0","0","5","5","581932","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-392"
"Backup","SCC_WIN_TSWPRUTAP1_DAILY","Aborted","incr1","6/21/2022 10:30:02 PM","1655865002","6/22/2022 4:53:20 AM","1655888000","0:00","6:23","21.79","5","2","5","0","0","1","4","5","524081","80%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-393"
"Backup","SCC_WIN_TSWPRLFAP1_DAILY","Completed","incr1","6/21/2022 10:30:02 PM","1655865002","6/22/2022 12:05:09 AM","1655870709","0:00","1:35","18.39","5","0","5","0","0","0","5","5","156107","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-394"
"Backup","Oracle8 SCC_BKP_CAT_PR1_ARC_FULL_DAILY","Completed","full","6/21/2022 11:00:03 PM","1655866803","6/21/2022 11:03:18 PM","1655866998","0:00","0:03","0.77","1","0","1","0","0","0","2","2","0","100%","orapr1.dba@dtpr1dbc.delphidrive.com","2022/06/21-395"
"Backup","Oracle8 SCC_BKP_CAT_PG1_ARC_FULL_DAILY","Completed","full","6/21/2022 11:00:03 PM","1655866803","6/21/2022 11:01:28 PM","1655866888","0:00","0:01","0.32","1","0","1","0","0","0","3","3","1","100%","oracle.dba@tslprgrdb.delphidrive.com","2022/06/21-396"
"Backup","Oracle8 SCC_BKP_CAT_IIBPR1_ARC_FULL_DAILY","Completed","full","6/21/2022 11:00:03 PM","1655866803","6/21/2022 11:01:20 PM","1655866880","0:00","0:01","0.08","1","0","1","0","0","0","2","2","0","100%","oracle.dba@tslpribdbc.delphidrive.com","2022/06/21-397"
"Backup","Oracle8 SCC_BKP_CAT_SFGPR1_ARC_FULL_DAILY","Completed","full","6/21/2022 11:00:03 PM","1655866803","6/21/2022 11:01:20 PM","1655866880","0:00","0:01","0.42","1","0","1","0","0","0","4","4","0","100%","oracle.dba@tslprsfdbc.delphidrive.com","2022/06/21-398"
"Backup","Oracle8 SCC_BKP_CAT_SCCPR1_ARC_FULL_DAILY","Completed","full","6/21/2022 11:00:03 PM","1655866803","6/21/2022 11:00:55 PM","1655866855","0:00","0:00","0.49","2","0","2","0","0","0","4","4","0","100%","oracle.dba@tslprsfdbc.delphidrive.com","2022/06/21-399"
"Backup","Oracle8 GSL10092_MXJZPDA10_BTRCRPR_RMAN_ARC_ST","Completed","full","6/21/2022 11:00:03 PM","1655866803","6/21/2022 11:01:45 PM","1655866905","0:00","0:01","0.26","1","0","1","0","0","0","3","3","1","100%","oracle.oinstall@mxjzpda10.delphidrive.com","2022/06/21-400"
"Backup","Oracle8 SCC_BKP_CAT_PN1_ARC_FULL_DAILY","Completed","full","6/21/2022 11:00:03 PM","1655866803","6/21/2022 11:03:22 PM","1655867002","0:00","0:03","1.86","1","0","1","0","0","0","3","3","1","100%","oracle.dba@dtpn1dbc.delphidrive.com","2022/06/21-401"
"Backup","Oracle8 SCC_BKP_CAT_PP1_ARC_FULL_DAILY","Completed","full","6/21/2022 11:00:03 PM","1655866803","6/21/2022 11:01:04 PM","1655866864","0:00","0:01","0.08","1","0","1","0","0","0","3","3","1","100%","oracle.dba@tslprepdbc.delphidrive.com","2022/06/21-402"
"Backup","GSL_269_TRIZMP-AP12_DAILY","Completed","incr1","6/21/2022 11:07:48 PM","1655867268","6/21/2022 11:12:09 PM","1655867529","0:00","0:04","0.01","1","0","0","0","0","0","1","1","3250","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-403"
"Backup","Oracle8 GSL10304_ROIADB01_TPUMPPR1_RMAN_ONL_ST","Completed","incr1","6/21/2022 11:08:28 PM","1655867308","6/22/2022 12:03:57 AM","1655870637","0:00","0:55","24.85","1","0","0","0","0","0","48","48","1","100%","oracle.dba@roiadb01.delphidrive.com","2022/06/21-404"
"Backup","SCC_UNX_TSUPRR3DB2_DAILY","Completed","incr1","6/21/2022 11:08:58 PM","1655867338","6/21/2022 11:09:12 PM","1655867352","0:00","0:00","0.00","1","0","1","0","0","0","1","1","2","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-405"
"Backup","Oracle8 SCC_BKP_CAT_STRLGPR_RAC_ARC_FULL_DAILY","Completed","full","6/21/2022 11:15:02 PM","1655867702","6/21/2022 11:17:41 PM","1655867861","0:00","0:02","0.11","1","0","1","0","0","0","2","2","0","100%","oracle.dba@tslprraps1.delphidrive.com","2022/06/21-406"
"Backup","Oracle8 SCC_BKP_CAT_PP1_ARC_FULL_DAILY","Completed","full","6/22/2022 12:00:04 AM","1655870404","6/22/2022 12:00:56 AM","1655870456","0:00","0:00","0.08","1","0","1","0","0","0","3","3","1","100%","oracle.dba@tslprepdbc.delphidrive.com","2022/06/22-1"
"Backup","Oracle8 SCC_BKP_CAT_SCCPR1_ARC_FULL_DAILY","Completed","full","6/22/2022 12:00:04 AM","1655870404","6/22/2022 12:00:54 AM","1655870454","0:00","0:00","0.49","2","0","2","0","0","0","4","4","0","100%","oracle.dba@tslprsfdbc.delphidrive.com","2022/06/22-2"
"Backup","Oracle8 SCC_BKP_CAT_PR1_ARC_FULL_DAILY","Completed","full","6/22/2022 12:00:04 AM","1655870404","6/22/2022 12:03:53 AM","1655870633","0:00","0:03","0.81","1","0","1","0","0","0","2","2","0","100%","orapr1.dba@dtpr1dbc.delphidrive.com","2022/06/22-3"
"Backup","Oracle8 SCC_BKP_CAT_PN1_ARC_FULL_DAILY","Completed","full","6/22/2022 12:00:04 AM","1655870404","6/22/2022 12:03:42 AM","1655870622","0:00","0:03","2.20","1","0","1","0","0","0","3","3","1","100%","oracle.dba@dtpn1dbc.delphidrive.com","2022/06/22-4"
"Backup","Oracle8 SCC_BKP_CAT_SFGPR1_ARC_FULL_DAILY","Completed","full","6/22/2022 12:00:04 AM","1655870404","6/22/2022 12:01:07 AM","1655870467","0:00","0:01","0.49","1","0","1","0","0","0","4","4","0","100%","oracle.dba@tslprsfdbc.delphidrive.com","2022/06/22-5"
"Backup","Oracle8 SCC_BKP_CAT_IIBPR1_ARC_FULL_DAILY","Completed","full","6/22/2022 12:00:04 AM","1655870404","6/22/2022 12:00:54 AM","1655870454","0:00","0:00","0.00","1","0","0","0","0","0","0","0","0","100%","oracle.dba@tslpribdbc.delphidrive.com","2022/06/22-6"
"Backup","Oracle8 SCC_BKP_CAT_PG1_ARC_FULL_DAILY","Completed","full","6/22/2022 12:00:04 AM","1655870404","6/22/2022 12:01:15 AM","1655870475","0:00","0:01","0.14","1","0","1","0","0","0","3","3","1","100%","oracle.dba@tslprgrdb.delphidrive.com","2022/06/22-7"
"Backup","Oracle8 SCC_BKP_CAT_STRLGPR_RAC_ARC_FULL_DAILY","Completed","full","6/22/2022 12:15:02 AM","1655871302","6/22/2022 12:17:37 AM","1655871457","0:00","0:02","0.12","1","0","1","0","0","0","2","2","0","100%","oracle.dba@tslprraps1.delphidrive.com","2022/06/22-8"
"Backup","Oracle8 SCC_BKP_CAT_PG1_ARC_FULL_DAILY","Completed","full","6/22/2022 1:00:03 AM","1655874003","6/22/2022 1:00:56 AM","1655874056","0:00","0:00","0.22","1","0","1","0","0","0","3","3","1","100%","oracle.dba@tslprgrdb.delphidrive.com","2022/06/22-9"
"Backup","Oracle8 SCC_BKP_CAT_IIBPR1_ARC_FULL_DAILY","Completed","full","6/22/2022 1:00:03 AM","1655874003","6/22/2022 1:00:51 AM","1655874051","0:00","0:00","0.07","1","0","1","0","0","0","2","2","0","100%","oracle.dba@tslpribdbc.delphidrive.com","2022/06/22-10"
"Backup","Oracle8 SCC_BKP_CAT_SFGPR1_ARC_FULL_DAILY","Completed","full","6/22/2022 1:00:03 AM","1655874003","6/22/2022 1:01:03 AM","1655874063","0:00","0:01","0.49","1","0","1","0","0","0","4","4","0","100%","oracle.dba@tslprsfdbc.delphidrive.com","2022/06/22-11"
"Backup","Oracle8 GSL10420_CNYTDA01_SHMESPR1_RMAN_ARC_ST","Completed","full","6/22/2022 1:00:03 AM","1655874003","6/22/2022 1:06:47 AM","1655874407","0:00","0:06","1.89","1","0","0","0","0","0","3","3","1","100%","oracle.dba@cnytda01.asia.delphiauto.net","2022/06/22-12"
"Backup","Oracle8 SCC_BKP_CAT_PR1_ARC_FULL_DAILY","Completed","full","6/22/2022 1:00:03 AM","1655874003","6/22/2022 1:03:59 AM","1655874239","0:00","0:03","0.93","1","0","1","0","0","0","2","2","0","100%","orapr1.dba@dtpr1dbc.delphidrive.com","2022/06/22-13"
"Backup","Oracle8 SCC_BKP_CAT_SCCPR1_ARC_FULL_DAILY","Completed","full","6/22/2022 1:00:03 AM","1655874003","6/22/2022 1:00:49 AM","1655874049","0:00","0:00","0.49","2","0","2","0","0","0","4","4","0","100%","oracle.dba@tslprsfdbc.delphidrive.com","2022/06/22-14"
"Backup","Oracle8 SCC_BKP_CAT_PP1_ARC_FULL_DAILY","Completed","full","6/22/2022 1:00:03 AM","1655874003","6/22/2022 1:00:50 AM","1655874050","0:00","0:00","0.09","1","0","1","0","0","0","3","3","1","100%","oracle.dba@tslprepdbc.delphidrive.com","2022/06/22-15"
"Backup","Oracle8 SCC_BKP_CAT_PN1_ARC_FULL_DAILY","Completed","full","6/22/2022 1:00:03 AM","1655874003","6/22/2022 1:03:30 AM","1655874210","0:00","0:03","2.49","1","0","1","0","0","0","3","3","1","100%","oracle.dba@dtpn1dbc.delphidrive.com","2022/06/22-16"
"Backup","Oracle8 SCC_BKP_CAT_STRLGPR_RAC_ARC_FULL_DAILY","Completed","full","6/22/2022 1:15:03 AM","1655874903","6/22/2022 1:18:03 AM","1655875083","0:00","0:03","0.41","1","0","1","0","0","0","2","2","0","100%","oracle.dba@tslprraps1.delphidrive.com","2022/06/22-17"
"Backup","Oracle8 SCC_BKP_CAT_PP1_ARC_FULL_DAILY","Completed","full","6/22/2022 2:00:02 AM","1655877602","6/22/2022 2:01:04 AM","1655877664","0:00","0:01","0.08","1","0","1","0","0","0","3","3","1","100%","oracle.dba@tslprepdbc.delphidrive.com","2022/06/22-18"
"Backup","Oracle8 SCC_BKP_CAT_IIBPR1_ARC_FULL_DAILY","Completed","full","6/22/2022 2:00:02 AM","1655877602","6/22/2022 2:01:04 AM","1655877664","0:00","0:01","0.07","1","0","1","0","0","0","2","2","0","100%","oracle.dba@tslpribdbc.delphidrive.com","2022/06/22-19"
"Backup","Oracle8 SCC_BKP_CAT_PG1_ARC_FULL_DAILY","Completed","full","6/22/2022 2:00:02 AM","1655877602","6/22/2022 2:01:15 AM","1655877675","0:00","0:01","0.16","1","0","1","0","0","0","3","3","1","100%","oracle.dba@tslprgrdb.delphidrive.com","2022/06/22-20"
"Backup","Oracle8 SCC_BKP_CAT_SFGPR1_ARC_FULL_DAILY","Completed","full","6/22/2022 2:00:02 AM","1655877602","6/22/2022 2:01:14 AM","1655877674","0:00","0:01","0.49","1","0","1","0","0","0","4","4","0","100%","oracle.dba@tslprsfdbc.delphidrive.com","2022/06/22-21"
"Backup","Oracle8 SCC_BKP_CAT_PN1_ARC_FULL_DAILY","Completed","full","6/22/2022 2:00:03 AM","1655877603","6/22/2022 2:03:29 AM","1655877809","0:00","0:03","2.18","1","0","1","0","0","0","3","3","1","100%","oracle.dba@dtpn1dbc.delphidrive.com","2022/06/22-22"
"Backup","Oracle8 SCC_BKP_CAT_SCCPR1_ARC_FULL_DAILY","Completed","full","6/22/2022 2:00:03 AM","1655877603","6/22/2022 2:00:49 AM","1655877649","0:00","0:00","0.49","2","0","2","0","0","0","4","4","0","100%","oracle.dba@tslprsfdbc.delphidrive.com","2022/06/22-23"
"Backup","Oracle8 SCC_BKP_CAT_PR1_ARC_FULL_DAILY","Completed","full","6/22/2022 2:00:03 AM","1655877603","6/22/2022 2:04:10 AM","1655877850","0:00","0:04","0.92","1","0","1","0","0","0","2","2","0","100%","orapr1.dba@dtpr1dbc.delphidrive.com","2022/06/22-24"
"Backup","Oracle8 SCC_BKP_CAT_STRLGPR_RAC_ARC_FULL_DAILY","Completed","full","6/22/2022 2:15:02 AM","1655878502","6/22/2022 2:19:14 AM","1655878754","0:00","0:04","1.09","1","0","1","0","0","0","2","2","0","100%","oracle.dba@tslprraps1.delphidrive.com","2022/06/22-25"
"Backup","Oracle8 SCC_BKP_CAT_PG1_ARC_FULL_DAILY","Completed","full","6/22/2022 3:00:04 AM","1655881204","6/22/2022 3:01:34 AM","1655881294","0:00","0:01","1.06","1","0","1","0","0","0","3","3","1","100%","oracle.dba@tslprgrdb.delphidrive.com","2022/06/22-26"
"Backup","Oracle8 SCC_BKP_CAT_SCCPR1_ARC_FULL_DAILY","Completed","full","6/22/2022 3:00:04 AM","1655881204","6/22/2022 3:00:49 AM","1655881249","0:00","0:00","0.65","2","0","2","0","0","0","5","5","0","100%","oracle.dba@tslprsfdbc.delphidrive.com","2022/06/22-27"
"Backup","Oracle8 SCC_BKP_CAT_SFGPR1_ARC_FULL_DAILY","Completed","full","6/22/2022 3:00:04 AM","1655881204","6/22/2022 3:01:16 AM","1655881276","0:00","0:01","0.65","1","0","1","0","0","0","5","5","0","100%","oracle.dba@tslprsfdbc.delphidrive.com","2022/06/22-28"
